サービス種類,市区町村名,団体コード,事業所名,法人名,法人種別,事業所番号,住所,電話番号,指定年月日,事業所種別,利用可能曜日,定員,公式サイト,緯度,経度
訪問介護,江戸川区,13123,訪問介護事業所　総合介護サービス　平井店,総合介護サービス合同会社,営利法人,1372311413,東京都江戸川区平井４－５－８ＮＳビル２０１,03-5627-1188,2025-02-01,,平日・土曜日・日曜日・祝日,,,35.704443600000000,139.846096400000000
訪問介護,江戸川区,13123,訪問介護のぞみ葛西臨海公園,株式会社キート,営利法人,1372311470,東京都江戸川区南葛西６－２－２７,03-5878-1720,2025-06-01,,平日・土曜日・日曜日・祝日,,https://www.lamore.jp/company,35.644053900000000,139.876656600000000
訪問介護,江戸川区,13123,ユースタイルケア　江戸川　重度訪問介護,ユースタイルラボラトリー株式会社,営利法人,1372311579,東京都江戸川区西小岩２－１９－２１岩本ビル５階,05017201334,2025-10-01,,,,https://eustylelab.co.jp/,35.733688700000000,139.877469200000000
訪問介護,江戸川区,13123,ケアないあ,合同会社ないあ,営利法人,1372311678,東京都江戸川区江戸川２－３４－３０,03-6638-9733,2026-04-01,,,,,,
訪問看護,千代田区,13101,アクア訪問看護ステーション,株式会社ＡＣＴＩＶＥＣＡＲＥＡＧＥＮＣＹ,営利法人,1360190035,東京都千代田区神田司町２－１７－６新商神田ビル５階,03-3518-6403,2010-09-01,訪問看護ステーション,平日・土曜日,,http://active-ca.com/,35.693700400000000,139.766697100000000
訪問看護,千代田区,13101,九段訪問看護ステーション,株式会社ステラ,営利法人,1360190043,東京都千代田区九段北１－１０－５九段櫻ビル８階,03-6272-5732,2012-04-01,訪問看護ステーション,平日,,http://www.stella-kudan.com,35.697422312483084,139.751012508598340
訪問看護,千代田区,13101,みつい訪問看護ステーション,合同会社コミニュティケア,営利法人,1360190050,東京都千代田区飯田橋１－８－９ニューシティハイツ飯田橋７階,03-5215-1507,2012-06-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,,35.699540799999990,139.748323100000000
訪問看護,千代田区,13101,訪問看護ステーション　ジャンヌ,特定非営利活動法人フローレンス,非営利法人（NPO）,1360190076,東京都千代田区神田神保町１－１４－１ＫＤＸ神保町ビル４階,03-6811-0907,2014-03-01,訪問看護ステーション,,,,,
訪問看護,千代田区,13101,麹町訪問看護ステーション,株式会社ＮＡＲＵＴＯ,営利法人,1360190134,東京都千代田区二番町１１－２０Ｍｕｓｅｕｍ１９９９二番町ビル１Ｆ,03-6261-3927,2017-09-01,訪問看護ステーション,平日,,http://www.7610.co.jp,35.686093539582030,139.738784997553200
訪問看護,千代田区,13101,かのん訪問看護ステーションちよだ,株式会社双泉メディカルサポート,営利法人,1360190159,東京都千代田区平河町２－３－１０ライオンズマンション平河町７０５号室,03-6261-6776,2021-04-01,訪問看護ステーション,平日,,https://sosen-medical.co.jp/kanon-chiyoda,35.681993772018270,139.739836371163960
訪問看護,千代田区,13101,ＳｏｉＮｕｒｓｅ訪問看護ステーション,株式会社ＭｅｄｉＢｌａｎｃａ,営利法人,1360190167,東京都千代田区神田神保町１－１０－３－４Ｆ,03-6673-3164,2021-09-01,訪問看護ステーション,,,,,
訪問看護,千代田区,13101,在宅看護センター番町,株式会社Ｃｒｅａｄｅ,営利法人,1360190183,東京都千代田区麹町２－１４－６－５０５,03-6910-0397,2022-11-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://home-carenurse.com,35.685362400000000,139.741372400000000
訪問看護,千代田区,13101,りーふ訪問看護ステーション,りーふ訪問看護ステーション合同会社,営利法人,1360190191,東京都千代田区神田美土代町９－３,03-5217-4670,2023-12-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,,35.693903400000000,139.765886900000000
訪問看護,千代田区,13101,セレリアンス訪問看護ステーション,セレリアンス株式会社,営利法人,1360190209,東京都千代田区平河町２－４－８平河町アーバンビル６Ｆ,03-6380-8778,2025-08-01,訪問看護ステーション,平日,,https://www.serelience.co.jp/,35.682052199999990,139.738797800000010
訪問看護,千代田区,13101,ＳｍｉＬｏｏｐ訪問看護　新宿千代田ステーション,スマイルコンバイン株式会社,営利法人,1360190217,東京都千代田区飯田橋１－１２－１Ｄａｉｅｉｓｈａビル１階,03-6261-6715,2026-01-01,訪問看護ステーション,,,,,
訪問看護,千代田区,13101,訪問看護ステーションやわら,Ｔ＆Ｍコンサルティング株式会社,営利法人,1360190225,東京都千代田区東神田１－１１－７ハイツ神田岩本町６０４,03-4446-1329,2026-01-01,訪問看護ステーション,平日,,,35.695088700000000,139.780296500000000
訪問看護,千代田区,13101,ゆめか訪問看護ステーション,株式会社ゆめかパートナーズ,営利法人,1360190233,東京都千代田区神田神保町２－３８－１１岩田ビル３階,03-6555-2470,2026-04-01,訪問看護ステーション,,,,,
訪問看護,千代田区,13101,訪問看護ステーションゆりえ九段下,エムズナイン株式会社,営利法人,1360190241,東京都千代田区神田神保町２－３２－１１,07035464648,2026-05-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,ガイア訪問看護ステーション,株式会社ガイアメディケア,営利法人,1360290033,東京都中央区新富２－１４－６ＯＮＺＥ１８５２ビル７階,03-6222-8424,2011-02-01,訪問看護ステーション,平日,,http://www.gaia-medicare.jp/,35.670623715399310,139.774985295275200
訪問看護,中央区,13102,プレアライズ訪問看護ステーション,株式会社プレアライズ,営利法人,1360290058,東京都中央区新川２－６－４新川Ｆ２ビル２階,03-5542-0161,2013-12-01,訪問看護ステーション,平日,30,http://p-realize.com/houkan,35.676423612871390,139.781670792729200
訪問看護,中央区,13102,聖路加国際病院訪問看護ステーション,学校法人聖路加国際大学,その他法人,1360290066,東京都中央区明石町１－２４　６階,03-5550-7042,2014-04-01,訪問看護ステーション,平日,,,35.668528551669550,139.775602121426340
訪問看護,中央区,13102,訪問看護リハビリステーション　月島フィジオス,株式会社オーピーティー,営利法人,1360290140,東京都中央区月島４－４－１４,03-5547-4970,2017-04-01,訪問看護ステーション,平日,50,http://www.t-physios.com,35.660813652050535,139.783594100536160
訪問看護,中央区,13102,訪問看護ステーション　デューン月島,株式会社Ｎ・フィールド,営利法人,1360290173,東京都中央区月島３－１４－９岩﨑ビル２０２号室,03-3533-1720,2017-07-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,訪問看護ステーション　日本橋,株式会社アイ・ウェイ,営利法人,1360290199,東京都中央区日本橋久松町１２－４長島ビル１階,03-6322-0315,2017-12-01,訪問看護ステーション,平日・祝日,15,https://www.nihonbashi-hks.com/,35.690094675867190,139.784332788143960
訪問看護,中央区,13102,東京ひかりナースステーション,中央パートナーズ株式会社,営利法人,1360290215,東京都中央区晴海１－１－２８キャナルハウス８０１,03-3520-8862,2019-04-01,訪問看護ステーション,平日,,https://www.hikari.care,35.661350532235865,139.786538940862560
訪問看護,中央区,13102,マイナビ訪問看護ステーション　日本橋,株式会社マイナビナースケア,営利法人,1360290256,東京都中央区東日本橋１－３－３日本橋ＡＭビル１階,03-5823-4555,2021-02-01,訪問看護ステーション,平日・土曜日・祝日,,https://houmon-kango.mynavi.jp/,35.690534953115440,139.785476675445750
訪問看護,中央区,13102,ｃｈｅｚｍｏｉ晴海訪問看護ステーション,株式会社アスウェル,営利法人,1360290272,東京都中央区晴海３－１３－１ＤＥＵＸＴＯＵＲＳ　ＥＡＳＴ棟４６１１,0120-03-8866,2021-04-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,http://www.chezmoi.jp,35.655008000000000,139.777810900000000
訪問看護,中央区,13102,ハビリス訪問看護ステーション東京中央,合同会社ハビリス,営利法人,1360290280,東京都中央区新富２－１１－６ＳＫセントラルビル１０１,03-5542-0281,2021-08-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,ｎｅｘｔ　ｏｎｅ　日本橋,合同会社ＮＥＸＴ　ＯＮＥ　ＴＯＫＹＯ,営利法人,1360290298,東京都中央区日本橋人形町２－１５－２創明社ビル２階,03-6821-2650,2022-01-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,ピジョン訪問看護ステーション,ピジョンメディ株式会社,営利法人,1360290306,東京都中央区銀座７－１５－１１銀座７ビルディング３階,03-5801-5915,2022-04-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://houmon-pigeonmedi.com/,35.666441500000005,139.763910200000000
訪問看護,中央区,13102,リニエ訪問看護ステーション日本橋,株式会社リニエＲ,営利法人,1360290314,東京都中央区八丁堀２－２－５宝ビル別館　３Ｆ,03-6206-4275,2022-07-01,訪問看護ステーション,平日,150,https://linie-group.jp/office/houmonkango-nihonbashi/,35.676584269464020,139.774822473016340
訪問看護,中央区,13102,訪問看護ステーションＲＡＫＵＮＩ,ＢＭＳＱＵＡＲＥ株式会社,営利法人,1360290322,東京都中央区銀座３－９－５伊勢半ビル６階,03-6278-8850,2022-07-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,訪問看護ステーションＫｕｕ,合同会社ＹＨ,営利法人,1360290348,東京都中央区新富１－１１－５,03-6222-9041,2023-01-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,江戸東京訪問看護リハビリステーション,株式会社エンスリー,営利法人,1360290363,東京都中央区日本橋人形町２－２０－７中村邸２階,03-6824-4083,2023-04-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,30,https://en3edotokyo.com/,35.686058266869836,139.785173876126860
訪問看護,中央区,13102,訪問看護ステーション　ＨＡＮＡ,株式会社エターナルキャスト,営利法人,1360290389,東京都中央区築地５－４－１８汐留イーストサイドビル７階,03-6365-1467,2024-01-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,,35.663744467017530,139.765062151719800
訪問看護,中央区,13102,ＯＮＯＤＥＲＡ訪問看護ステーション,株式会社ＯＮＯＤＥＲＡナーシングホーム,営利法人,1360290405,東京都中央区日本橋茅場町２－１７－３ブルーハイツ茅場町４０４号室,07077984080,2024-09-01,訪問看護ステーション,平日,,https://onodera-nursinghome.com/,35.677929900000000,139.780045200000000
訪問看護,中央区,13102,医療法人社団健育会　佃訪問看護ステーション,医療法人社団健育会,医療法人,1360290421,東京都中央区佃２－５－２,03-3532-3205,2024-12-01,訪問看護ステーション,平日,,https://ishikawajima.gr.jp/,35.667594199999996,139.785457800000000
訪問看護,中央区,13102,ＤＣＴ　Ｊａｐａｎ　訪問看護ステーション,株式会社インテグリティ・ヘルスケア,営利法人,1360290447,東京都中央区築地３－１２－５＋ＳＨＩＦＴ　ＴＳＵＫＩＪＩ　４階,03-4400-4456,2026-05-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,訪問看護ステーション　京橋,株式会社アンビス,営利法人,1360290454,東京都中央区京橋１－６－１三井住友海上テプコビル７Ｆ,03-6262-3062,2026-06-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,訪問看護ステーションサンライズ,ＳＵＮメディケア合同会社,営利法人,1360290462,東京都中央区銀座１－２７－１０グロースメゾン銀座９０１,09043284178,2026-07-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,株式会社ナース・ステーション,株式会社ナース・ステーション,営利法人,1361390089,東京都中央区日本橋室町１－１１－１０ＫＡＭＡＹＡビル４階,03-6281-9530,2013-01-01,訪問看護ステーション,,,,,
訪問看護,中央区,13102,医師会立中央区訪問看護ステーション,公益社団法人日本橋医師会,社団・財団,1367191935,東京都中央区日本橋小伝馬町５－１,03-3666-2992,2000-04-01,訪問看護ステーション,平日,120,http://www.nihonbashi-med.com/kango.html,35.690951000000000,139.777002199999970
訪問看護,中央区,13102,中央区医師会訪問看護ステーションあかし,公益社団法人中央区医師会,社団・財団,1367193063,東京都中央区明石町１－６,03-5565-7281,2000-04-01,訪問看護ステーション,平日,,http://div.chuoku-med.jp/houkanST/index.html,35.669309100000000,139.776702800000070
訪問看護,中央区,13102,グッドライフケア訪問看護ステーション,株式会社グッドライフケア,営利法人,1367199102,東京都中央区新川１－２８－３８東京ダイヤビルディング２号館１１階,03-5244-9002,2007-05-01,訪問看護ステーション,平日・土曜日・日曜日・祝日,,https://goodlifecare.co.jp/,35.676740779153060,139.784135399488780
